"pais","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Costa Rica","1.8388735662644","1.6009828013412","1.6759375167196","2.673776026988","2.8484579861963","2.4567989689611","5.7998382815299","6.7077552664562","3.2980113333005","-2.2030571672707","4.0126388714666","3.1165261161047","3.6278124737372","1.3195127890257","2.4145640070143","2.5731786107049","3.151513390478","3.1432659858539","1.6613083084616","1.5352905659122","-4.9941015829529","7.289650116799"
"Estados pequeos del Caribe","2.6502469898914","0.34482557886204","1.2120339078904","0.92789877676415","1.9586203651616","2.4803131586292","3.6639568729636","2.5243275407477","-0.21106293065513","-3.3164396484934","0.29987169966131","1.0831139203437","1.5996499244398","-0.72155015685941","0.94117159450431","-0.12050312184783","-0.30902145887262","1.1523567101197","1.4963939096853","-0.030191112626198","-9.6556832208918","9.6555899537959"
"Cuba","5.5743214864683","2.8762286710679","1.144029242407","3.5224339095444","5.5248270606637","10.995788245572","11.921399651349","7.1740326579004","4.054763876959","1.3921781732764","2.3247668510974","2.7268462508787","2.9185283995891","2.6360752492979","0.95442082433841","4.3658707590567","0.49407339225864","1.8601470216456","2.3216091636422","-0.061218557172481","-10.823010481376","1.6524161408897"
"Curacao","","3.0079460132311","0.27429337121394","-1.7586816970605","-1.5053401830221","-1.8584399749865","-0.94096179144447","0.46617382414789","0.91034229476345","-1.1768965177603","-1.176268627453","-0.90956664776219","-1.1725619495316","-1.7558078251597","-1.9674665270121","-0.85877991455594","-2.1111621073354","-1.5911627296022","-1.5886305194342","-2.0410966438701","-16.71921893194","5.9630069108546"
"Islas Caimán","","","","","","","","0.10807905670957","-3.2342371527816","-9.809708400511","-5.3639073896278","-1.4161339259051","-1.2057423253373","-1.0729276178863","0.33287094920928","0.550605614944","1.0111642893252","1.0321143913113","2.1733712266135","1.9515249448345","-6.6167673550167","3.6347263180752"
"Chipre","4.844155984195","2.8381292842012","2.5410645530802","1.3836189803199","3.6308049798315","3.3537725178923","2.9812962729475","2.8841106257296","1.0765607828102","-4.6106511654845","-0.35676942021901","-2.1129357525218","-4.9073876906519","-6.3700773614026","-0.68898453793956","4.0094267717587","6.0858720684976","4.7545195043208","4.3667597953859","4.1151768613026","-4.5319049551654","8.8919839252751"
"República Checa","4.2930714651518","3.4308575457976","1.7659743196462","3.6133389652024","4.7823657938095","6.454261736864","6.4782036033879","4.9560853329391","1.8382401926918","-5.1989819189857","2.1368804844692","1.550189790135","-0.92373445015956","-0.079052895284633","2.1545004788816","5.1814026537982","2.340552260805","4.889722042256","2.8754685269174","2.624956267387","-5.7325268943217","5.4463696180117"
"Alemania","2.773221250914","1.5105582606794","-0.3656283272641","-0.7550771666026","1.1970553521185","0.78891711586992","3.9336103307084","3.1142458826135","1.1520297421751","-5.4545771694094","4.3396067770635","5.8696357374922","0.23016099271196","0.16387056297802","1.7843418861469","0.6171053532199","1.4081020754892","2.2972060474095","0.67821259411072","0.84778319711185","-3.9053035834294","3.1201629728192"
"Djibouti","","","","","","","","","","","","","","","5.1852626011391","5.6911555495943","5.3435222297012","3.7374820679539","3.0930875796264","3.8945291873162","-0.1856924850368","3.0662955685368"
"Dominica","2.8672985528492","0.21916083091804","-2.98316205987","6.0734321936976","2.8523251545386","0.50929171490175","4.5559257232857","6.3019415693594","7.1101561886903","-1.1767744432194","0.71948952808398","-0.20468167306127","-1.2686940356592","-0.90068019297595","3.9202381211448","-3.6151684683507","2.6639272815582","-7.0540466868434","2.9335185716879","4.6088702530897","-17.260897770922","6.2749973106335"
"Dinamarca","3.4006845461074","0.46253429531401","0.14588072664039","0.1173581673535","2.4032339966431","2.0551105158294","3.5720634637943","0.46273149419045","-1.094842128162","-5.4140139985128","1.419486630736","0.92039368528532","-0.14991608831589","0.5134244275022","1.1054334661102","1.6221662580492","2.4433688740706","2.1623551131615","1.4850851572351","1.1306574941598","-2.7086684197911","6.3824443416568"
"República Dominicana","3.0758422769385","0.94373947494233","2.9973653746623","-2.7254624643958","1.1719084992946","7.9758313681236","7.770307349466","6.0674209435771","1.9009050795246","-0.36288260793528","6.9244843126643","1.8006713618615","1.4153886947544","3.572464784997","5.7483814632997","5.6557422430976","5.4256015229284","3.4904772378049","5.8070498268743","3.9289317269079","-7.71905867915","11.078276320836"
"Argelia","2.3545802705535","1.5924966142016","3.9878397252585","5.0674574774801","3.0396988040366","3.9720191678366","1.4277041061172","1.4352135206171","0.76318712407704","-0.60123216709896","2.8700716841232","1.0630970874215","0.42947011791937","0.60186281674055","2.0600624489942","1.1565576582556","1.8493317178634","-0.46704714819562","-0.5117211346503","-0.93903402737932","-6.6316591865545","2.0934876114382"
"Asia oriental y el Pacífico (excluido altos ingresos)","6.5806182183899","5.9823069335218","7.104118786434","8.0242623644724","8.2327518955687","9.0940903156646","10.210798002673","11.634989572327","7.8063133045428","7.1965342028344","9.1318519528788","7.8172237503486","6.6666214060811","6.4052439849137","6.1325356977994","5.9006123038812","5.7692707689623","5.900233393906","5.8330262265696","5.1859312943017","0.76916173616328","7.2364069181721"
"inicial del dividendo demográfico","2.4954699960838","-0.81983595866897","-0.0083465839251886","3.5425713399819","4.3734307640059","4.1283894112288","4.3278593893384","4.0060346592541","1.8593995509383","-0.88203746504243","4.8881861481711","3.3359692575472","2.6807418686201","2.5961212260986","2.6782410590686","2.9767059925794","3.0151515745394","3.2686679718483","2.5112196757988","1.1227608949118","-5.4968567619306","6.4576924592477"
"Asia oriental y el Pacífico","4.4105050017945","2.3802204204905","3.5037600420791","4.1161893032678","5.065322946443","5.1113915433193","5.6665237937718","6.6844933934134","3.6303406791727","1.8481873067068","6.8776213421156","4.7138612228955","4.3493532590991","4.4306731273967","3.9789436756988","3.9855569686624","3.9246640885179","4.312332258576","4.1215429980741","3.4093328353333","-0.57037666984857","5.9396950305053"
"Europa y Asia central (excluido altos ingresos)","6.4058277061634","-0.54300154995727","5.9486959013306","6.1280588694727","9.0949574118444","7.9070777835265","7.6466005889161","6.6101465537922","2.3258160167814","-4.2288494126686","6.0563699259201","7.5687709263072","3.2328444171367","5.6894913039156","2.4956494670984","2.6638985605153","1.8774770677687","4.937635478083","2.6491408603257","1.3607136595608","-0.37103498126851","8.2394079573118"
"Europa y Asia central","4.2422600743757","2.1235860780455","1.399996599779","1.5351556481971","2.8887025781279","2.3637736976755","3.5473168033563","3.3221192438547","0.60469080907978","-4.8392420821699","2.2581523193669","2.0953964155681","-0.024989754987615","0.39239493028525","1.4554548475234","1.5905168862926","1.4436620659634","2.5065520062341","1.7525675622739","1.4703170209495","-5.6848455200743","6.4334740627377"
"Ecuador","-0.62524091265475","2.4295722261848","3.1211364508979","1.1010054768695","4.9900336517299","3.5966749691504","2.560666952462","0.1665636925761","4.7642224935256","-0.59559423597928","2.3161906713631","6.7148799264245","4.1015239229613","5.5808308980567","2.691182658294","-1.3510055838903","-2.1600508496244","4.3370199189426","-0.84840938010034","-1.7292895154588","-10.508516902297","8.527936631366"
"Egipto, República Árabe de","4.1888659800503","1.427875031342","0.27135002021544","1.0612595658207","1.9986068466692","2.4201256286009","4.7841275644136","5.018084820626","5.0781683735191","2.6459186643619","3.0366971853415","-0.45740936008423","-0.059787760926383","-0.15366223772256","0.53182407020118","2.0955383060871","2.1922086271789","2.1287433805945","3.3498150222263","3.6753708302235","1.7709687318852","1.5918162882358"
"Zona del Euro","3.5397776115171","1.8649506892303","0.47335319682642","0.16454452140016","1.7477056986326","1.1742188711552","2.764419051209","2.4852651992686","-0.058394854772743","-4.8384715689531","1.929359690438","1.9373772319293","-1.0625934954617","-0.5503717819097","1.0607584351513","1.7595867767755","1.5804432052057","2.4245187511001","1.5588677958908","1.48342128363","-6.2299857280116","5.9688849820456"
"Eritrea","-4.6154915890492","5.705289623385","-0.45165340605746","-6.5430732004757","-2.5778568464321","0.089826485358316","-2.6320896954886","-0.1702292340252","-12.172514806045","1.2455079059142","0.12159163950029","6.6521825349776","","","","","","","","","",""
"España","4.7764007853099","3.214134566814","1.2899771812352","1.1362939895595","1.358648611135","1.9157463925792","2.3577724717172","1.7045715879785","-0.70964482438029","-4.6117479229635","-0.29717890386364","-1.1662039068979","-3.021906537358","-1.0797412651873","1.699352659282","3.9191172650058","2.9508159090386","2.7344751550538","1.8374604643727","1.2546317546912","-11.600189300609","6.2906594445275"
"Estonia","9.5564184693248","6.681033540899","7.4498404282868","8.277712284821","7.4444163745783","10.154994792628","10.414734231303","8.0710253336896","-4.8772865281689","-14.464328383946","2.6781640390882","7.5892116646181","3.5983621595668","1.8201541606955","3.2818748136628","1.7862746942618","3.1255383045875","5.6640390823613","3.4236190583913","3.6478638734804","-1.1608694079408","7.1357055605758"
"Etiopía","2.9806940975032","5.1832961020547","-1.4194313494538","-4.9635486109287","10.35673538047","8.688193147388","7.74559571884","8.3228320586772","7.6878600799579","5.7945537958976","9.4198734285809","8.0541204807153","5.6186539193383","7.5830989241306","7.3145449233777","7.4566950971569","6.5012114967063","6.6227890705047","3.9984402558809","5.5238105676393","3.2808479842021","2.925804545359"
"Unión Europea","3.7762087217859","2.0409890077453","0.87891648341387","0.54967210862674","2.208402201706","1.5642933598453","3.1594695429278","2.8104802091479","0.31909674840395","-4.5748082041109","2.0820378480445","2.0819479776113","-0.84812796376917","-0.32567557179934","1.3475224511112","2.0864541596185","1.755926137967","2.6834829747866","1.8874477904316","1.7220023116325","-5.7213738687049","6.1306315538457"
